dataset_name,collector,gesture,gesture_group,input_type,trial_index,attempt_index,segment_index,duration_s,capture_duration_s,sensors_enabled,mmwave_frame_count,mmwave_mean_frame_rate_hz,imu_line_count,uwb_sample_count,uwb_ok_sample_count,rfid_line_count,npz_path,session_dir,started_at,finished_at
combined_all,andrew,push,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0118559999999945,"mmwave,imu,uwb",31,10.292656753842168,302,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_003,,
combined_all,andrew,push,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.003185000000002,"mmwave,imu,uwb",30,9.9893945927407,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_004,,
combined_all,andrew,push,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.017339000000007,"mmwave,imu,uwb",30,9.942535459224148,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_005,,
combined_all,andrew,push,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.0175530000000066,"mmwave,imu,uwb",30,9.94183035061851,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_006,,
combined_all,andrew,push,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.0239760000000047,"mmwave,imu,uwb",30,9.920713656457576,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_007,,
combined_all,andrew,push,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.0085169999999835,"mmwave,imu,uwb",30,9.971690371036681,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_push_008,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.020054999999985,"mmwave,imu,uwb",30,9.933593924614005,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_001,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.0101470000000177,"mmwave,imu,uwb",30,9.96629068281377,301,150,148,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_002,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0065810000000113,"mmwave,imu,uwb",30,9.978111349735759,301,150,149,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_003,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.0173030000000267,"mmwave,imu,uwb",30,9.942654085453047,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_004,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.0207929999999976,"mmwave,imu,uwb",30,9.931167080961862,302,151,143,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_005,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.0211979999999983,"mmwave,imu,uwb",30,9.92983578037587,303,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_006,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.00620600000002,"mmwave,imu,uwb",30,9.979356038807653,301,150,148,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_007,,
combined_all,andrew,clockwise,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.014682000000022,"mmwave,imu,uwb",30,9.951298345895117,301,151,149,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_clockwise_008,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.009923000000015,"mmwave,imu,uwb",30,9.967032379233572,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_001,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.0146100000000047,"mmwave,imu,uwb",30,9.951536019584607,301,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_002,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0011790000000076,"mmwave,imu,uwb",30,9.996071543883229,300,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_003,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.0019270000000233,"mmwave,imu,uwb",30,9.993580789939184,300,150,149,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_004,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.0198210000000074,"mmwave,imu,uwb",30,9.93436365930296,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_005,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.002943999999985,"mmwave,imu,uwb",30,9.990196287376703,300,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_006,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.0138919999999985,"mmwave,imu,uwb",30,9.953906775690706,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_007,,
combined_all,andrew,anti_clockwise,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.0244710000000055,"mmwave,imu,uwb",31,10.249726315775535,303,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_anti_clockwise_008,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.0195730000000083,"mmwave,imu,uwb",30,9.935179576714958,302,151,149,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_001,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.020618999999982,"mmwave,imu,uwb",31,10.262797128668058,303,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_002,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0081550000000163,"mmwave,imu,uwb",30,9.97289035970548,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_003,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.008082999999999,"mmwave,imu,uwb",30,9.973129065920059,301,151,148,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_004,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.008091000000036,"mmwave,imu,uwb",30,9.973102542442913,300,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_005,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.005673999999999,"mmwave,imu,uwb",30,9.981122370556491,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_006,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.0180480000000216,"mmwave,imu,uwb",30,9.940199758254272,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_007,,
combined_all,andrew,right,discrete,cosmos_multi_sensor_gesture,8,2,0,3.0,3.0182470000000308,"mmwave,imu,uwb",30,9.939544377911979,302,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_right_008,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.0123350000000073,"mmwave,imu,uwb",30,9.959051699097188,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_001,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.01423699999998,"mmwave,imu,uwb",30,9.952767483114366,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_002,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.017289000000005,"mmwave,imu,uwb",30,9.94270021863996,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_003,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.0209669999999846,"mmwave,imu,uwb",30,9.930595071048494,303,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_004,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.003219999999999,"mmwave,imu,uwb",30,9.989278174759095,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_005,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.015387999999973,"mmwave,imu,uwb",31,10.280600705448279,301,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_006,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.015960000000007,"mmwave,imu,uwb",30,9.947081526280167,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_007,,
combined_all,andrew,left,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.0231020000000512,"mmwave,imu,uwb",30,9.923581804384865,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_left_008,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.018470999999977,"mmwave,imu,uwb",30,9.938806766737276,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_001,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.0143130000000156,"mmwave,imu,uwb",30,9.952516543570573,302,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_002,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0102999999999156,"mmwave,imu,uwb",30,9.965784141115783,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_003,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.01442499999996,"mmwave,imu,uwb",30,9.952146760991033,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_004,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.0036010000000033,"mmwave,imu,uwb",30,9.988011057394097,300,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_005,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.0149979999999914,"mmwave,imu,uwb",30,9.95025535672,302,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_006,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.003895000000057,"mmwave,imu,uwb",30,9.987033501503692,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_007,,
combined_all,andrew,bye_bye,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.0010879999999815,"mmwave,imu,uwb",30,9.996374648127674,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_bye_bye_008,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.020377999999937,"mmwave,imu,uwb",30,9.932531623525474,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_001,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.001086999999984,"mmwave,imu,uwb",30,9.996377979045645,300,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_002,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0233520000000453,"mmwave,imu,uwb",30,9.922761226611904,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_003,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.017718000000059,"mmwave,imu,uwb",30,9.941286760392924,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_004,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.013373999999999,"mmwave,imu,uwb",30,9.95561785559974,302,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_005,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.0216830000000527,"mmwave,imu,uwb",30,9.928241976408339,303,151,147,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_006,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.002114000000006,"mmwave,imu,uwb",30,9.99295829538783,300,150,147,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_007,,
combined_all,andrew,t_arm,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.0060060000000703,"mmwave,imu,uwb",30,9.980019999959847,300,150,149,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_t_arm_008,,
combined_all,andrew,raise_arms,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.0093850000000657,"mmwave,imu,uwb",30,9.968814226162271,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_001,,
combined_all,andrew,raise_arms,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.019890999999916,"mmwave,imu,uwb",30,9.934133384284676,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_002,,
combined_all,andrew,raise_arms,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.013500000000022,"mmwave,imu,uwb",31,10.287041645926589,301,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_003,,
combined_all,andrew,raise_arms,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.0083799999999883,"mmwave,imu,uwb",30,9.972144476429213,300,150,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_andrew_discrete/sessions/andrew_raise_arms_004,,
